TestCaseID,NumTests_GivenCode,NumTests_GeneratedCode_GeminiPro,TotalTests_GeminiPro,PassedTests_FromGivenCode_GeminiPro,PassedTests_FromGeneratedCode_GeminiPro,TotalPassedTests_GeminiPro,NumTests_GeneratedCode_Codex,TotalTests_Codex,PassedTests_FromGivenCode_Codex,PassedTests_FromGeneratedCode_Codex,TotalPassedTests_Codex,NumTests_GeneratedCode_ChatGPT,TotalTests_ChatGPT,PassedTests_FromGivenCode_ChatGPT,PassedTests_FromGeneratedCode_ChatGPT,TotalPassedTests_ChatGPT,NumTests_GeneratedCode_Falcon,TotalTests_Falcon,PassedTests_FromGivenCode_Falcon,PassedTests_FromGeneratedCode_Falcon,TotalPassedTests_Falcon
689d11f0-a5e6-4671-889a-90ce8a1f8cd3,3,4,7,2,2,4,4,7,2,2,4,2,5,2,0,2,1,4,0,0,0
6944420a-e474-4268-8b9a-1051b330901c,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,2,4,0,0,0
69748742-f7cb-4cf1-ae64-4ba33d0f30de,2,1,3,2,1,3,1,3,2,1,3,4,6,2,4,6,2,4,2,2,4
69c34ca1-6ff9-432c-a1e0-92d4d3f6fa51,2,6,8,2,6,8,6,8,2,6,8,6,8,2,6,8,2,4,2,2,4
69d6c0c4-7b81-4484-bc51-ca8fa1748110,7,6,13,7,6,13,6,13,7,6,13,6,13,7,6,13,6,13,7,6,13
6a3580e7-8608-4d2b-9fc8-be85dd3487b3,2,2,4,2,2,4,2,4,2,2,4,5,7,2,5,7,1,3,2,1,3
6a50a51a-9dfa-487a-9b48-3ede59c861dd,2,11,13,2,11,13,11,13,2,11,13,2,4,2,2,4,2,4,2,2,4
6a56fea4-2090-4ba5-abd1-c01d786914cf,5,2,7,0,0,0,2,7,0,0,0,2,7,0,0,0,1,6,0,0,0
6ab49338-1106-4a7e-8270-0a6b4b82f043,7,7,14,7,7,14,7,14,7,7,14,7,14,7,7,14,7,14,7,7,14
6af32e56-f0c5-4d79-9e4a-8f1effafc0e7,2,13,15,2,13,15,13,15,2,13,15,17,19,2,17,19,2,4,2,2,4
6b321dba-eb3d-4662-9ead-7df6549a4abe,2,3,5,2,3,5,3,5,2,3,5,2,4,2,2,4,2,4,2,2,4
6b8e2890-d6ea-419c-9687-a4d046734700,6,8,14,6,8,14,8,14,6,8,14,8,14,6,8,14,8,14,6,8,14
6bb51e1f-e475-411a-9a4d-955628d773b7,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
6c77fedf-fa39-484a-9365-076b4cea25f4,2,2,4,0,0,0,2,4,0,0,0,2,4,0,0,0,1,3,0,0,0
6c9f8d00-004d-4a4b-9dfb-a8aa9dd8056f,3,2,5,3,2,5,2,5,3,2,5,2,5,3,2,5,1,4,0,0,0
6cf7f677-31fa-4a8c-b7a7-575ac846df54,2,2,4,2,2,4,2,4,0,2,2,2,4,2,2,4,1,3,0,0,0
6d6dddfb-e74e-457d-8cf0-89df299ffddc,2,6,8,0,0,0,6,8,0,0,0,6,8,0,0,0,1,3,0,0,0
6d702183-1cae-40fe-bd0c-c42dfa268893,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,1,3,0,0,0
6d87d517-1c09-4134-8f9a-202c5c01e6d2,2,2,4,0,0,0,2,4,0,0,0,2,4,0,0,0,1,3,0,0,0
6d9cf037-87f6-41df-a59a-c5cc108dd212,2,5,7,0,0,0,5,7,0,0,0,5,7,0,0,0,1,3,0,0,0
6e1406b0-f526-4cf2-9a7c-2a63e5395fc2,2,6,8,2,6,8,6,8,2,6,8,5,7,0,2,2,1,3,0,0,0
6e2cec25-83a9-4714-8d6e-2763c4ea53d2,9,7,16,0,0,0,5,14,0,0,0,7,16,0,0,0,1,10,0,0,0
6f187edc-8365-4f6e-8c59-b8a0446b1907,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5
6f47bc7e-5af3-46dd-ab2e-d3cd255351dc,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
6f6b9877-4822-4d0d-bf67-e2611acf847c,5,5,10,5,5,10,5,10,5,5,10,5,10,5,5,10,5,10,5,5,10
7049b75e-6d13-49c5-a457-deaf131698ec,2,5,7,2,5,7,5,7,2,5,7,1,3,2,1,3,2,4,2,2,4
716ed644-8bbe-4384-8cde-6b95843d112f,2,2,4,2,2,4,2,4,0,0,0,2,4,2,2,4,1,3,0,0,0
720533ae-882c-4e79-87e8-7e44436a1d5b,3,4,7,3,4,7,4,7,3,4,7,11,14,0,3,3,1,4,0,0,0
72a84849-7be1-41ca-80a0-18255f1c9586,2,4,6,0,0,0,4,6,0,0,0,4,6,0,0,0,1,3,0,0,0
730a446c-0639-4583-b9d4-f0337f560e21,7,5,12,0,0,0,2,9,0,0,0,5,12,0,0,0,1,8,0,0,0
737c73c8-5b19-4347-aa9a-c3204b495cb0,3,6,9,2,2,4,6,9,2,2,4,2,5,2,2,4,1,4,0,0,0
739a4f29-8495-4ea1-9bef-5378b4b02a27,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
73c09e10-6996-41c9-a4c5-9288413f7a62,4,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8
7431d302-186d-468f-91d2-d7f93164423b,5,4,9,5,4,9,4,9,5,4,9,4,9,5,4,9,1,6,0,0,0
74488d06-47f5-4191-a1c3-6d069a8def99,2,6,8,0,0,0,6,8,0,0,0,6,8,0,0,0,1,3,0,0,0
745f2e28-38ac-4c2e-855b-625533bf4f4e,3,10,13,2,2,4,10,13,2,2,4,8,11,2,2,4,1,4,0,0,0
7472a298-e487-4999-b9a8-9fbc68f25923,8,7,15,8,7,15,7,15,8,7,15,7,15,8,7,15,1,9,0,0,0
749055b4-20ff-42ff-ba86-6a9e4f7e7664,3,5,8,3,5,8,5,8,3,5,8,2,5,0,2,2,1,4,0,0,0
74aafdd6-a082-4982-bd5b-1349aab77795,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
74b1bc2a-7eb3-4a16-98cb-1781fde16a82,1,1,2,0,0,0,2,3,1,2,3,1,2,0,0,0,2,3,1,2,3
74c8e815-f2f5-4f0a-af23-8e413e68331b,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
74ccfa15-d010-4bb3-ae24-d04aab4900ab,3,5,8,3,5,8,5,8,3,5,8,9,12,0,3,3,1,4,0,0,0
74ce7cd3-918f-468a-a282-73148d7cda07,5,5,10,5,5,10,5,10,5,5,10,5,10,5,5,10,5,10,5,5,10
755957dc-e60d-4bab-95e4-642010293916,12,14,26,12,14,26,14,26,12,14,26,14,26,12,14,26,14,26,12,14,26
75becf2f-3b6f-4231-ab03-ddf0bd8c6747,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,1,3,0,0,0
75c27bbf-71df-438c-9b5a-fe95e1cb31e0,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6
761b4e9f-2077-4aab-88ae-12691f4a28e0,2,9,11,2,9,11,9,11,2,9,11,9,11,2,9,11,9,11,2,9,11
76c3e4f7-2b3e-4989-a7f1-3960201e952a,16,16,32,16,16,32,16,32,16,16,32,16,32,16,16,32,16,32,16,16,32
77080d3d-8f07-4a92-a88a-b48213fdd0ad,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
7729cc04-2653-4679-9f63-34e3b2783f82,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
774bd9c9-601b-47a9-a0d7-4acdb237d22d,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,2,4,2,2,4
77886076-0675-490e-9097-fb52713a721b,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,2,4,2,2,4
77d0f16a-f922-4ea9-aba8-74615c851610,5,5,10,5,5,10,5,10,5,5,10,5,10,5,5,10,5,10,5,5,10
77ec1f35-871a-46f5-b045-569808cf9a3a,3,2,5,0,2,2,2,5,0,2,2,2,5,0,2,2,1,4,0,0,0
7823ce2e-6d4d-466d-9254-01ae2abddb1b,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2
786c7320-bba2-49f3-a5ce-b3663cd58ac7,4,3,7,4,3,7,3,7,4,3,7,3,7,4,3,7,3,7,4,3,7
789e44b4-b3fa-4532-856d-c9af9bc615db,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,2,4,2,2,4
78d9a33d-b681-434e-ae35-8554e10ef13f,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,2,4,2,2,4
7912d476-9e9c-40aa-8269-bdab8e213d1d,3,5,8,3,5,8,5,8,3,5,8,3,6,0,3,3,1,4,0,0,0
793a5174-f073-4556-968b-51575782fa70,6,7,13,6,7,13,7,13,6,7,13,7,13,6,7,13,1,7,0,0,0
796f6288-4f27-4515-8c96-302c41dc56d9,3,10,13,3,10,13,10,13,3,10,13,10,13,3,10,13,1,4,0,0,0
798e0012-e377-4252-8d34-414501a35779,3,1,4,3,1,4,1,4,3,1,4,5,8,2,1,3,1,4,0,0,0
79cbb27e-2e94-4e8b-b457-f919e5db0cd6,2,8,10,2,8,10,8,10,2,8,10,8,10,2,8,10,8,10,2,8,10
79fb983b-cfc8-4388-94d9-38a3e63e0941,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,2,4,2,2,4
7a5a0dc1-70bd-4a0f-b818-58ddffc0622b,2,3,5,2,3,5,3,5,2,3,5,6,8,0,2,2,1,3,0,0,0
7a5a73f4-e5de-4362-9afc-ef80516b14b1,2,2,4,2,2,4,5,7,0,0,0,2,4,2,2,4,1,3,0,0,0
7a6a8f8f-d902-4415-9d64-65ddcd8f6cac,2,8,10,0,0,0,8,10,0,0,0,8,10,0,0,0,2,4,0,0,0
7aa05129-d80d-4290-a18f-be75df04af8b,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,2,4,2,2,4
7aa6ed1f-c658-4de2-8de1-4fbd7cf0bf36,1,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0
7ab187f1-72f9-4eae-808d-f670324db78f,1,5,6,1,5,6,5,6,1,5,6,5,6,1,5,6,1,2,1,1,2
7ad009a0-d136-453a-9ef9-4902a0f88391,3,7,10,2,2,4,7,10,2,2,4,2,5,2,2,4,1,4,0,0,0
7ae00d18-6128-4832-a736-dba0f94bfbcb,1,9,10,1,9,10,6,7,1,6,7,9,10,1,9,10,1,2,1,1,2
7b130242-7492-4817-8d11-bf06d0002aeb,3,2,5,3,2,5,2,5,3,2,5,2,5,3,2,5,1,4,0,0,0
7b2f0fb8-11e8-4894-9d53-40892ba1cf41,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
7b52de54-4ee4-4aa1-9496-2e3782ff60d8,3,13,16,2,2,4,13,16,2,2,4,2,5,2,2,4,1,4,0,0,0
7b649acd-6c30-41f9-84e0-8bb3d0320c28,3,4,7,3,4,7,4,7,3,4,7,4,7,3,4,7,1,4,0,0,0
7b9603f9-a531-46f8-bd8c-02578788506e,9,4,13,0,0,0,4,13,0,0,0,4,13,0,0,0,1,10,0,0,0
7bd8b237-31f2-438b-a9dc-fd29cdae1a1e,3,4,7,3,4,7,4,7,3,4,7,4,7,3,4,7,1,4,0,0,0
7be262b1-deb8-4cbd-a5d6-82abd855a2f7,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,2,4,2,2,4
7c39e502-e38f-4d5f-a4d2-38023db9cf7f,3,2,5,3,2,5,2,5,3,2,5,2,5,3,2,5,1,4,0,0,0
7c661db5-9a0b-400c-8d7e-d46dc4af69d8,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,2,4,0,0,0
7c7f82f4-a252-43d5-9cdd-5430149fd055,1,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0
7c9b2d04-7581-4732-89c4-f266fa72096f,3,6,9,2,2,4,6,9,2,2,4,2,5,2,2,4,1,4,0,0,0
7cb164d2-ba98-4903-a049-9254730c3a97,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,2,4,2,2,4
7cd04f0c-0fe5-4a0b-b07a-c3e02856d5c7,6,6,12,6,6,12,6,12,6,6,12,6,12,6,6,12,1,7,0,0,0
7ce47b00-bef3-45e2-b167-ef2098527f5b,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,2,4,2,2,4
7d03c9fd-630f-4cff-b4f2-e0896edfe85f,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
7d113005-908f-4281-a36f-c7bb461ac862,2,7,9,2,7,9,7,9,2,7,9,7,9,2,7,9,2,4,2,2,4
7d1a4bc8-ffa7-49e4-a502-aa75c3d308f5,2,1,3,2,1,3,2,4,2,2,4,1,3,2,1,3,2,4,2,2,4
7d72d009-0e3b-47cb-a951-31967f662fef,2,2,4,2,2,4,2,4,0,2,2,2,4,2,2,4,1,3,0,0,0
7d7ea218-0f49-4cae-a374-a5ec3068c6bb,2,8,10,0,2,2,8,10,0,2,2,8,10,0,2,2,8,10,0,2,2
7d993d7d-2402-4664-911e-5a4b3b97a9a6,3,2,5,2,2,4,2,5,2,2,4,2,5,2,0,2,1,4,0,0,0
7db29848-aec2-4117-bf27-c22f4b6a6d8d,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,1,3,0,0,0
7dd9ddee-e7f0-4ecc-b4ce-40a1873df54e,3,7,10,2,2,4,7,10,2,2,4,2,5,2,0,2,1,4,0,0,0
7e10d4d4-3bd2-465f-afc7-e26ab57e6e7d,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,1,3,0,0,0
7e59e9cb-e48b-4468-aaf8-b5aac5ffc81d,2,7,9,2,7,9,1,3,2,1,3,7,9,2,7,9,2,4,2,2,4
7e5f6131-8195-4427-bbf7-eabab83c0fb7,2,5,7,2,5,7,5,7,2,5,7,5,7,2,5,7,2,4,2,2,4
7e738d6c-8c66-42af-83ce-98a44356b3ce,5,4,9,5,4,9,4,9,5,4,9,4,9,5,4,9,1,6,0,0,0
7ef54ba1-9418-453b-a1e4-ebc71169c2cd,2,7,9,2,7,9,7,9,2,7,9,7,9,2,7,9,2,4,2,2,4
7f36ff97-fa07-482b-b98f-5582718d3fbd,5,8,13,0,0,0,8,13,0,0,0,8,13,0,0,0,1,6,0,0,0
7fcd6c9e-07a0-40b4-9d7b-2896e9c0b852,2,8,10,0,0,0,8,10,0,0,0,8,10,0,0,0,1,3,0,0,0
80226a02-a824-4df7-b091-9877aad3774e,5,4,9,0,0,0,2,7,0,0,0,4,9,0,0,0,1,6,0,0,0
804b93bf-8703-49cf-a0a5-000698c05252,6,5,11,6,5,11,5,11,6,5,11,5,11,6,5,11,5,11,6,5,11
807b8ffe-9d38-42be-9ada-3b3c075f8d1f,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
80a4c4c3-aea9-4dae-b3d2-8a81b54e8699,3,10,13,0,3,3,10,13,0,3,3,10,13,0,3,3,10,13,0,3,3
80a5e870-ad5f-477a-91db-20d76b00e18c,1,6,7,1,6,7,6,7,1,6,7,5,6,1,5,6,2,3,1,2,3
80b2bd63-7572-4aca-964a-78ab9c4575b2,4,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8
80bdeb1f-7b82-4bdf-aace-4a7730d00d80,2,6,8,2,6,8,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
80fdcf96-c17f-4cb3-82a4-bb4ddd7305b4,3,11,14,3,11,14,11,14,3,11,14,11,14,3,11,14,1,4,0,0,0
813320f0-7e76-4d6c-8afe-be0a9d3c072d,8,7,15,8,7,15,7,15,8,7,15,7,15,8,7,15,7,15,8,7,15
8137ed2d-667f-406e-9bca-2915f5c3feec,3,3,6,3,3,6,3,6,3,3,6,3,6,3,3,6,2,5,2,2,4
813ed0b2-e965-4a1c-8282-b8ced84791ae,3,3,6,2,2,4,3,6,2,2,4,1,4,2,1,3,1,4,0,0,0
8166477f-e999-4444-aab0-adf86534c894,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,0,0,0
81ccd4fe-fdb8-49a2-98aa-df4d356e4c23,5,6,11,5,6,11,6,11,5,6,11,6,11,5,6,11,6,11,5,6,11
8204dad1-5719-4f07-9466-d050807b4b64,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
82119390-dd5c-4f82-9b65-d0a3c62917f9,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
823465f4-b29f-45cc-804d-cf119ebc485f,2,2,4,0,2,2,1,3,2,1,3,2,4,2,2,4,2,4,2,2,4
82ba3dac-f3b0-460c-8b63-083725020082,3,5,8,2,2,4,5,8,2,2,4,2,5,2,2,4,1,4,0,0,0
82c2a750-2a0a-4ddc-b624-45bbf5d162f1,2,2,4,2,2,4,2,4,2,2,4,2,4,0,2,2,1,3,0,0,0
82d323e1-dfb8-478d-9ebd-1e53571dcf42,2,6,8,2,6,8,6,8,2,6,8,6,8,2,6,8,2,4,2,2,4
83453509-270e-4e25-8e94-15ee65f28173,1,5,6,1,5,6,1,2,1,1,2,5,6,1,5,6,1,2,1,1,2
83ee8398-0803-4862-80d4-36dc8b8bff28,2,4,6,2,4,6,2,4,0,2,2,4,6,2,4,6,1,3,0,0,0
83f275ae-863a-4923-9454-7403b731ef51,3,4,7,1,3,4,4,7,1,3,4,4,7,1,3,4,1,4,0,0,0
845c953d-3807-46bc-a2fe-1d92007f671e,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2
851ed437-eb9a-4991-8743-aff78996e0b5,5,11,16,1,5,6,11,16,1,5,6,11,16,1,5,6,1,6,0,0,0
85369bb5-08a6-474c-bb36-fe55656efae8,2,11,13,2,11,13,2,4,0,0,0,13,15,0,2,2,1,3,0,0,0
85a73b8a-81cc-44f8-ad58-2439694225f1,1,8,9,1,8,9,7,8,1,7,8,8,9,1,8,9,1,2,1,1,2
85e44f89-e350-471f-9f7b-fe21e2f90006,3,3,6,3,3,6,3,6,3,3,6,3,6,3,3,6,3,6,3,3,6
86b18076-0e0d-4fb4-99c8-a1dd6dfccaf1,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2,1,3,0,1,1
86c21481-ee9d-4144-a7f9-437f3e0b6266,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
86c7f5ff-0571-457b-a18a-073b09004cbe,3,2,5,3,2,5,2,5,3,2,5,2,5,3,2,5,1,4,0,0,0
870aa3d3-0bad-4173-9574-93300dc9dc76,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,1,3,0,0,0
870bdd2a-15ee-434f-9384-ab783a894499,2,3,5,2,3,5,2,4,2,2,4,3,5,2,3,5,2,4,2,2,4
873d702c-3a90-4fc4-aadb-1938c81d6dea,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,2,4,2,2,4
873fbee6-a662-44e0-8763-4a65eca0c77d,2,5,7,2,5,7,2,4,0,2,2,5,7,2,5,7,1,3,0,0,0
87e848fa-3a1b-49a5-9be1-d3942417d7ae,5,4,9,0,0,0,2,7,0,0,0,4,9,0,0,0,1,6,0,0,0
8803cd56-9a7b-4e5d-9d2a-697461b9c9b1,5,5,10,5,5,10,2,7,2,2,4,5,10,5,5,10,1,6,0,0,0
882ff20e-063b-4615-9206-a0da4e03076b,3,5,8,3,5,8,5,8,3,5,8,2,5,2,0,2,1,4,0,0,0
88599bd9-63f2-40a7-9705-9ad31f184bb1,3,4,7,3,4,7,4,7,3,4,7,4,7,3,4,7,1,4,0,0,0
8861eecf-bf6a-4e7e-a54a-0c7ae898b096,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,2,4,2,2,4
88765076-8a0e-4dcf-86db-d9c292e1c619,9,9,18,0,0,0,9,18,0,0,0,9,18,0,0,0,1,10,0,0,0
888cb77b-26e2-44b4-b70c-952b980cb59f,9,10,19,9,10,19,10,19,9,10,19,10,19,9,10,19,10,19,9,10,19
889fe3e1-a5a2-415c-aa3b-b82d49f5d3f3,7,9,16,7,9,16,9,16,7,9,16,9,16,7,9,16,2,9,2,2,4
88a9ccdb-065c-4274-b6a0-bf691bafc3f9,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6
88ef99dc-3969-4996-b7df-62c5ddeee4e4,6,6,12,6,6,12,6,12,6,6,12,6,12,6,6,12,6,12,6,6,12
8913c244-aefa-4221-bdaa-00ce9ac4f958,3,4,7,2,2,4,4,7,2,2,4,2,5,2,0,2,1,4,0,0,0
89bbe774-0639-4f2b-8211-6ca00f3e1605,9,10,19,9,10,19,10,19,9,10,19,10,19,9,10,19,10,19,9,10,19
8a48630f-0a16-4819-8dd4-dd4d25315c7b,2,5,7,2,5,7,5,7,2,5,7,2,4,2,2,4,1,3,0,0,0
8a75ee4e-a3ad-42e2-ad0d-9100fec53fce,3,4,7,3,4,7,4,7,3,4,7,7,10,0,3,3,1,4,0,0,0
8bbc8b88-d3a7-4040-8a47-96e7aff3b717,3,1,4,3,1,4,1,4,3,1,4,4,7,2,1,3,1,4,0,0,0
8bcb96a6-c851-40ba-88d7-1f767d916b08,10,10,20,10,10,20,10,20,10,10,20,10,20,10,10,20,1,11,0,0,0
8be3fd64-e72b-497b-9531-b0a35a6fb76c,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
8c2740fb-0cfe-440c-b48b-681c861e8b7d,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
8c661dc8-9fb9-4d9b-89da-7b37cdea57ad,3,4,7,3,4,7,4,7,2,2,4,7,10,0,2,2,1,4,0,0,0
8cbd3ba1-ff2c-4ecf-8bad-c318d82aae6b,3,2,5,3,2,5,2,5,3,2,5,6,9,2,2,4,1,4,0,0,0
8d264099-6bb2-4bc3-8b7e-f82e1965d69b,3,3,6,3,3,6,3,6,3,3,6,3,6,3,3,6,3,6,3,3,6
8d5c2406-f6ea-4374-b9eb-996747041413,3,11,14,2,2,4,11,14,2,2,4,17,20,2,2,4,1,4,0,0,0
8d8ea816-0c39-4523-8590-8223d8237f82,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
8e7757b1-b449-4bd7-b832-5bfa483318ce,7,7,14,7,7,14,7,14,7,7,14,7,14,7,7,14,7,14,7,7,14
8ea515e6-e1ef-4e7f-b01f-cfd2cc7e1810,1,6,7,1,6,7,6,7,1,6,7,6,7,1,6,7,1,2,1,1,2
8eeb564d-533e-4337-b64e-be8e5db1a17c,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
8ef21d76-5f37-493e-9d91-716184879e18,3,3,6,3,3,6,3,6,3,3,6,3,6,3,3,6,3,6,3,3,6
8ef560a8-9bf9-4a10-a45d-9b6a4cd71b51,2,3,5,2,3,5,3,5,2,3,5,3,5,2,3,5,1,3,2,1,3
8f21961e-dd54-451e-93e3-610b2068789f,1,1,2,0,0,0,2,3,1,2,3,1,2,0,0,0,2,3,1,2,3
8f46398c-42db-4557-8dad-049d73cb8bb8,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2,2,4,0,2,2
8fe6d93e-bb32-48a2-99b4-0a7fb3eefbcc,1,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0,1,2,0,0,0
900cd4f5-e6d4-475d-9bc9-bcda4585d6d7,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
9015088a-d1c6-4ab6-852e-38d2bb0d943e,4,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8
90a1530d-19dc-461e-89c6-dea6eb69b0b9,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,2,4,2,2,4
90afad82-a313-4507-8bdb-5ac4e4292050,3,4,7,3,4,7,4,7,3,4,7,6,9,0,2,2,1,4,0,0,0
9142f5ed-2c92-479c-a1ed-8778b93f8ab8,3,6,9,2,2,4,6,9,2,2,4,2,5,2,0,2,1,4,0,0,0
91cc6c21-60fd-4ef8-8705-a7b1c788d41d,3,4,7,3,4,7,4,7,3,4,7,4,7,3,4,7,1,4,0,0,0
91e38fc6-f7ba-42fe-ae60-691eeecb5191,2,8,10,2,8,10,8,10,2,8,10,9,11,2,9,11,2,4,2,2,4
91f349bb-2183-4677-bdcd-e941a46e933f,2,1,3,2,1,3,1,3,2,1,3,1,3,2,1,3,2,4,2,2,4
91f5388a-20f9-40d2-ad72-b50a021616b6,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
920ea559-0a16-4b06-8628-dd618e56b5dc,2,6,8,2,6,8,6,8,2,6,8,6,8,2,6,8,1,3,2,1,3
92aac03a-8c8d-407f-b795-581e0b6accf5,1,2,3,0,0,0,2,3,0,0,0,2,3,0,0,0,1,2,0,0,0
92f5a8ba-04ed-435f-9032-5c51b5856e14,1,6,7,1,6,7,6,7,1,6,7,4,5,1,4,5,1,2,1,1,2
93523994-4a89-4344-97df-2637e7522279,2,10,12,2,10,12,10,12,2,10,12,2,4,2,2,4,2,4,2,2,4
9369ea0b-d062-4e1f-a51c-8731084f8d2d,2,4,6,0,0,0,4,6,0,0,0,4,6,0,0,0,1,3,0,0,0
93b2b9e0-88dc-43ca-9dea-3814fb2331c5,3,1,4,3,1,4,1,4,3,1,4,10,13,2,1,3,1,4,0,0,0
93b970da-e289-440b-ab2e-c092ffddefd7,3,5,8,0,0,0,5,8,0,0,0,5,8,0,0,0,1,4,0,0,0
93d8eb80-b8fb-4ece-a08c-fab561b9eefc,2,4,6,2,4,6,5,7,2,5,7,4,6,2,4,6,1,3,0,0,0
94cbd420-d0c3-403a-b43a-a454df22b401,2,1,3,2,1,3,1,3,2,1,3,1,3,2,1,3,2,4,2,2,4
94cce6d9-710d-4595-8cc4-b8553683cc0c,2,13,15,0,0,0,13,15,0,0,0,13,15,0,0,0,1,3,0,0,0
9528e08c-2181-486a-9b81-c0e9ff2f6ddb,3,3,6,2,2,4,2,5,2,2,4,3,6,2,2,4,2,5,2,2,4
95965218-74cf-478a-a57e-e519238e5128,2,2,4,2,2,4,3,5,2,3,5,2,4,2,2,4,1,3,0,0,0
95ab94b9-28b0-4312-95c3-d0c0da056b15,2,4,6,2,4,6,4,6,2,4,6,4,6,2,4,6,1,3,0,0,0
960b0408-8703-4cc3-8fc5-1cd897fe8331,2,4,6,0,2,2,4,6,0,2,2,4,6,0,2,2,4,6,0,2,2
969dd0b6-fb42-4d7c-a208-8c99ec0947dc,2,15,17,0,15,15,15,17,0,15,15,15,17,0,15,15,1,3,0,1,1
96fe6b2a-73e8-4e90-ac42-16421710a1db,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,1,3,0,0,0
9707f3c9-6de4-4142-90bd-8b5d6d02f957,2,6,8,2,6,8,2,4,2,2,4,6,8,2,6,8,1,3,2,1,3
98356441-f2a2-4b86-bf0c-cda41ecf41ce,2,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4,2,4,2,2,4
98c5d710-54a8-445f-9fb4-a555272f5257,2,2,4,2,2,4,2,4,2,2,4,2,4,0,2,2,1,3,0,0,0
98e458e0-331c-40e2-931d-6059329cf4f4,4,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8,4,8,4,4,8
99235a18-4a0c-4b60-8c4e-c1bcd20cbd42,2,4,6,0,2,2,4,6,0,2,2,4,6,0,2,2,4,6,0,2,2
993e60e8-71d3-4afc-9448-d7900480e03e,8,7,15,0,0,0,7,15,0,0,0,7,15,0,0,0,1,9,0,0,0
